row_number,selection,source,word,menu,menu_ff
538,SAY HELLO TO,MENU,,Say hello to,Say hello to
539,CAR RIDE,FINAL,Car ride,,Say hello to
540,BIRD FRIENDS,FINAL,Bird friends,,Say hello to
541,COOKIE,FINAL,Cookie,,Say hello to
542,COOKIE,FINAL,Cookie,,Say hello to
543,COOKIE,FINAL,Cookie,,Say hello to
544,COOKIE,FINAL,Cookie,,Say hello to
545,MOM,FINAL,Mom,,Say hello to
546,CAR RIDE,FINAL,Car ride,,Say hello to
547,CAR RIDE,FINAL,Car ride,,Say hello to
548,CAR RIDE,FINAL,Car ride,,Say hello to
549,TO DRINK,MENU,,To drink,To drink
550,TEA,FINAL,Tea,,To drink
551,TEA,FINAL,Tea,,To drink
552,TEA,FINAL,Tea,,To drink
553,JUICE,FINAL,Juice,,To drink
554,TEA,FINAL,Tea,,To drink
555,JUICE,FINAL,Juice,,To drink
556,JUICE,FINAL,Juice,,To drink
557,JUICE,FINAL,Juice,,To drink
558,JUICE,FINAL,Juice,,To drink
559,JUICE,FINAL,Juice,,To drink
560,JUICE,FINAL,Juice,,To drink
561,TO DRINK,MENU,,To drink,To drink
562,GAMES,MENU,,Games,Games
563,TRACING,FINAL,Tracing,,Games
564,CONNECT THE DOTS,FINAL,Connect the dots,,Games
565,BALLOON POP,FINAL,Balloon pop,,Games
566,CONNECT THE DOTS,FINAL,Connect the dots,,Games
567,SAY HELLO TO,MENU,,Say hello to,Say hello to
568,CAR RIDE,FINAL,Car ride,,Say hello to
569,BIRD FRIENDS,MENU,,Bird friends,Bird friends
570,COOKIE,FINAL,Cookie,,Bird friends
571,SAY HELLO TO,MENU,,Say hello to,Say hello to
572,CAR RIDE,FINAL,Car ride,,Say hello to
573,OUTSIDE WALK,FINAL,Outside walk,,Say hello to
574,OUTSIDE WALK,FINAL,Outside walk,,Say hello to
575,EXPERIENCE,MENU,,Experience,Experience
576,MOM,FINAL,Mom,,Experience
577,TOUCH,FINAL,Touch,,Experience
578,READ,FINAL,Read,,Experience
579,TILLIE,FINAL,Tillie,,Experience
580,TASTE,FINAL,Taste,,Experience
581,ISABELLE,FINAL,Isabelle,,Experience
582,MOM,FINAL,Mom,,Experience
583,TASTE,FINAL,Taste,,Experience
584,SAY HELLO TO,MENU,,Say hello to,Say hello to
585,CAR RIDE,FINAL,Car ride,,Say hello to
586,CAR RIDE,FINAL,Car ride,,Say hello to
587,BIRD FRIENDS,MENU,,Bird friends,Bird friends
588,LITTLE LOU,FINAL,Little Lou,,Bird friends
589,LITTLE LOU,FINAL,Little Lou,,Bird friends
590,EXPERIENCE,MENU,,Experience,Experience
591,TILLIE,FINAL,Tillie,,Experience
592,TASTE,FINAL,Taste,,Experience
593,ISABELLE,FINAL,Isabelle,,Experience
594,TASTE,FINAL,Taste,,Experience
595,ISABELLE,FINAL,Isabelle,,Experience
596,SEE,FINAL,See,,Experience
597,TILLIE,FINAL,Tillie,,Experience
598,ISABELLE,FINAL,Isabelle,,Experience
599,SEE,FINAL,See,,Experience
600,TASTE,FINAL,Taste,,Experience
601,ISABELLE,FINAL,Isabelle,,Experience
602,MOM,FINAL,Mom,,Experience
603,SEE,FINAL,See,,Experience
604,READ,FINAL,Read,,Experience
605,TASTE,FINAL,Taste,,Experience
606,ISABELLE,FINAL,Isabelle,,Experience
607,TILLIE,FINAL,Tillie,,Experience
608,TASTE,FINAL,Taste,,Experience
609,TOUCH,FINAL,Touch,,Experience
610,ISABELLE,FINAL,Isabelle,,Experience
611,ELLIE,FINAL,Ellie,,Experience
612,ISABELLE,FINAL,Isabelle,,Experience
613,MOM,FINAL,Mom,,Experience
614,EXPERIENCE,MENU,,Experience,Experience
615,TOUCH,FINAL,Touch,,Experience
616,MOM,FINAL,Mom,,Experience
617,TALK ABOUT,MENU,,Talk about,Talk about
618,FEELING,MENU,,Feeling,Feeling
619,HAPPY,FINAL,Happy,,Feeling
620,HAPPY,FINAL,Happy,,Feeling
621,TO PLAY,MENU,,To play,To play
622,SNUGGLE,FINAL,Snuggle,,To play
623,SNUGGLE,FINAL,Snuggle,,To play
624,SNUGGLE,FINAL,Snuggle,,To play
625,SNUGGLE,FINAL,Snuggle,,To play
626,TO DRINK,MENU,,To drink,To drink
627,FEELING,MENU,,Feeling,Feeling
628,HAPPY,FINAL,Happy,,Feeling
629,HAPPY,FINAL,Happy,,Feeling
630,EXCITED,FINAL,Excited,,Feeling
631,EXPERIENCE,MENU,,Experience,Experience
632,MOM,FINAL,Mom,,Experience
633,MOM,FINAL,Mom,,Experience
634,TOUCH,FINAL,Touch,,Experience
635,SEE,FINAL,See,,Experience
636,SEE,FINAL,See,,Experience
637,TILLIE,FINAL,Tillie,,Experience
638,TO PLAY,MENU,,To play,To play
639,SNUGGLE,FINAL,Snuggle,,To play
640,SNUGGLE,FINAL,Snuggle,,To play
641,AN APPLE,FINAL,An apple,,To play
642,A TOAST,FINAL,A toast,,To play
643,EXPERIENCE,MENU,,Experience,Experience
644,TOUCH,FINAL,Touch,,Experience
645,SEE,FINAL,See,,Experience
646,SEE,FINAL,See,,Experience
647,TOUCH,FINAL,Touch,,Experience
648,TASTE,FINAL,Taste,,Experience
649,TOUCH,FINAL,Touch,,Experience
650,SEE,FINAL,See,,Experience
651,ISABELLE,FINAL,Isabelle,,Experience
652,EXPERIENCE,MENU,,Experience,Experience
653,SEE,FINAL,See,,Experience
654,SEE,FINAL,See,,Experience
655,HEAR,FINAL,Hear,,Experience
656,HEAR,FINAL,Hear,,Experience
657,HEAR,FINAL,Hear,,Experience
658,TASTE,FINAL,Taste,,Experience
659,READ,FINAL,Read,,Experience
660,HEAR,FINAL,Hear,,Experience
661,HEAR,FINAL,Hear,,Experience
662,MOM,FINAL,Mom,,Experience
663,MOM,FINAL,Mom,,Experience
664,TALK ABOUT,MENU,,Talk About,Talk About
665,EXPERIENCE,MENU,,Experience,Experience
666,TOUCH,FINAL,Touch,,Experience
667,TOUCH,FINAL,Touch,,Experience
668,ISABELLE,FINAL,Isabelle,,Experience
669,EXPERIENCE,MENU,,Experience,Experience
670,SEE,FINAL,See,,Experience
671,TOUCH,FINAL,Touch,,Experience
672,TILLIE,FINAL,Tillie,,Experience
673,SEE,FINAL,See,,Experience
674,OLDIES,FINAL,Oldies,,Experience
675,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Experience
676,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Experience
677,GAMES,MENU,,Games,Games
678,NUMBER MATCH,FINAL,Number match,,Games
679,BALLOON POP,FINAL,Balloon Pop,,Games
680,NUMBER MATCH,FINAL,Number match,,Games
681,SAY HELLO TO,MENU,,Say hello to,Say hello to
682,TO EAT,MENU,,To eat,To eat
683,COOK BREAKFAST,FINAL,Cook breakfast,,To eat
684,A PANCAKE,FINAL,A Pancake,,To eat
685,EGGS,FINAL,Eggs,,To eat
686,A TOAST,FINAL,A toast,,To eat
687,MOM COOK DINNER,FINAL,Mom cook dinner,,To eat
688,EGGS,FINAL,Eggs,,To eat
689,A TOAST,FINAL,A toast,,To eat
690,MOM COOK DINNER,FINAL,Mom cook dinner,,To eat
691,EGGS,FINAL,Eggs,,To eat
692,MOM COOK DINNER,FINAL,Mom cook dinner,,To eat
693,EGGS,FINAL,Eggs,,To eat
694,TO PLAY,MENU,,To play,To play
695,GAMES,FINAL,Games,,To play
696,BALLOON POP,FINAL,Balloon Pop,,To play
697,EXPERIENCE,MENU,,Experience,Experience
698,ISABELLE,FINAL,Isabelle,,Experience
699,HEAR,FINAL,Hear,,Experience
700,SEE,FINAL,See,,Experience
701,TOUCH,FINAL,Touch,,Experience
702,DANCE,FINAL,Dance,,Experience
703,SAY HELLO TO,MENU,,Say hello to,Say hello to
704,BIRD FRIENDS,FINAL,Bird friends,,Say hello to
705,COOKIE,FINAL,Cookie,,Say hello to
706,SAY HELLO TO,MENU,,Say hello to,Say hello to
707,CAR RIDE,FINAL,Car ride,,Say hello to
708,EXPERIENCE,MENU,,Experience,Experience
709,TOUCH,FINAL,Touch,,Experience
710,SEE,FINAL,See,,Experience
711,HEAR,FINAL,Hear,,Experience
712,HEAR,FINAL,Hear,,Experience
713,TASTE,FINAL,Taste,,Experience
714,SEE,FINAL,See,,Experience
715,HEAR,FINAL,Hear,,Experience
716,PLAY OUTSIDE,FINAL,Play outside,,Experience
717,MUSIC,MENU,,Music,Music
718,DANCE,FINAL,Dance,,Music
719,TO EAT,MENU,,To eat,To eat
720,COOK BREAKFAST,FINAL,Cook Breakfast,,To eat
721,A TOAST,FINAL,A toast,,To eat
722,A TOAST,FINAL,A toast,,To eat
723,A TOAST,FINAL,A toast,,To eat
724,A TOAST,FINAL,A toast,,To eat
725,CHOP,FINAL,Chop,,To eat
726,CHOP,FINAL,Chop,,To eat
727,CHOP,FINAL,Chop,,To eat
728,CHOP,FINAL,Chop,,To eat
729,CHOP,FINAL,Chop,,To eat
730,CHOP,FINAL,Chop,,To eat
731,CHOP,FINAL,Chop,,To eat
732,CHOP,FINAL,Chop,,To eat
733,CHOP,FINAL,Chop,,To eat
734,CHOP,FINAL,Chop,,To eat
735,CHOP,FINAL,Chop,,To eat
736,CHOP,FINAL,Chop,,To eat
737,CHOP,FINAL,Chop,,To eat
738,CHOP,FINAL,Chop,,To eat
739,CHOP,FINAL,Chop,,To eat
740,CHOP,FINAL,Chop,,To eat
741,CHOP,FINAL,Chop,,To eat
742,CHOP,FINAL,Chop,,To eat
743,CHOP,FINAL,Chop,,To eat
744,CHOP,FINAL,Chop,,To eat
745,CHOP,FINAL,Chop,,To eat
746,CHOP,FINAL,Chop,,To eat
747,CHOP,FINAL,Chop,,To eat
748,CHOP,FINAL,Chop,,To eat
749,CHOP,FINAL,Chop,,To eat
750,EGGS,FINAL,Eggs,,To eat
751,FEELING,MENU,,Feeling,Feeling
752,HAPPY,FINAL,Happy,,Feeling
753,HAPPY,FINAL,Happy,,Feeling
754,EXPERIENCE,MENU,,Experience,Experience
755,TOUCH,FINAL,Touch,,Experience
756,HEAR,FINAL,Hear,,Experience
757,TOUCH,FINAL,Touch,,Experience
758,TOUCH,FINAL,Touch,,Experience
759,TOUCH,FINAL,Touch,,Experience
760,MOM,FINAL,Mom,,Experience
761,MOM,FINAL,Mom,,Experience
762,TOUCH,FINAL,Touch,,Experience
763,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
764,ANIMALS,FINAL,Animals,,Experience
765,FANTASY,FINAL,Fantasy,,Experience
766,EXPERIENCE,MENU,,Experience,Experience
767,MOM,FINAL,Mom,,Experience
768,SEE,FINAL,See,,Experience
769,SEE,FINAL,See,,Experience
770,SEE,FINAL,See,,Experience
771,SEE,FINAL,See,,Experience
772,SEE,FINAL,See,,Experience
773,SEE,FINAL,See,,Experience
774,TOUCH,FINAL,Touch,,Experience
775,TOUCH,FINAL,Touch,,Experience
776,HEAR,FINAL,Hear,,Experience
777,SEE,FINAL,See,,Experience
778,SEE,FINAL,See,,Experience
779,SEE,FINAL,See,,Experience
780,SEE,FINAL,See,,Experience
781,TOUCH,FINAL,Touch,,Experience
782,SEE,FINAL,See,,Experience
783,SEE,FINAL,See,,Experience
784,HEAR,FINAL,Hear,,Experience
785,SEE,FINAL,See,,Experience
786,HEAR,FINAL,Hear,,Experience
787,TO PLAY,MENU,,To play,To play
788,BOOK,MENU,,Book,Book
789,TOUCH AND FEEL,FINAL,Touch and feel,,Book
790,READING BOOK,FINAL,Reading book,,Book
791,ONE WORD,FINAL,One word,,Book
792,DANCE,FINAL,Dance,,Book
793,SAY HELLO TO,MENU,,Say hello to,Say hello to
794,TO PLAY,MENU,,To play,To play
795,BOOK,MENU,,Book,Book
796,TOUCH AND FEEL,FINAL,Touch and feel,,Book
797,READING BOOK,FINAL,Reading book,,Book
798,ONE WORD,FINAL,One word,,Book
799,EXPERIENCE,MENU,,Experience,Experience
800,MOM,FINAL,Mom,,Experience
801,TOUCH,FINAL,Touch,,Experience
802,READ,FINAL,Read,,Experience
803,EXPERIENCE,MENU,,Experience,Experience
804,MOM,FINAL,Mom,,Experience
805,ELLIE,FINAL,Ellie,,Experience
806,TASTE,FINAL,Taste,,Experience
807,TASTE,FINAL,Taste,,Experience
808,READ,FINAL,Read,,Experience
809,READ,FINAL,Read,,Experience
810,SAY HELLO TO,MENU,,Say hello to,Say hello to
811,GRANDMA,FINAL,Grandma,,Say hello to
812,TALK ABOUT,MENU,,Talk about,Talk about
813,GRANDMA,FINAL,Grandma,,Talk about
814,GRANDMA,FINAL,Grandma,,Talk about
815,MOM,FINAL,Mom,,Talk about
816,MOM,FINAL,Mom,,Talk about
817,GRANDMA,FINAL,Grandma,,Talk about
818,SISTERS,MENU,,Sisters,Sisters
819,TALK ABOUT,MENU,,Talk about,Talk about
820,EXPERIENCE,MENU,,Experience,Experience
821,TOUCH,FINAL,Touch,,Experience
822,MOM,FINAL,Mom,,Experience
823,TOUCH,FINAL,Touch,,Experience
824,TOUCH,FINAL,Touch,,Experience
825,SNUGGLE,FINAL,Snuggle,,Experience
826,BOOK,MENU,,Book,Book
827,POP UP,FINAL,Pop up,,Book
828,POP-UP,FINAL,Pop-up,,Book
829,POP-UP,FINAL,Pop-up,,Book
830,EXPERIENCE,MENU,,Experience,Experience
831,TOUCH,FINAL,Touch,,Experience
832,TOUCH,FINAL,Touch,,Experience
833,TOM AND JERRY,FINAL,Tom and jerry,,Experience
834,TOM AND JERRY,FINAL,Tom and jerry,,Experience
835,SEASONAL,MENU,,Seasonal,Seasonal
836,SUMMER,FINAL,Summer,,Seasonal
837,CLOUDBABIES,FINAL,Cloudbabies,,Seasonal
838,THEMES,MENU,,Themes,Themes
839,LETTERS AND WORDS,FINAL,Letters and words,,Themes
840,PATTERNS,FINAL,Patterns,,Themes
841,PATTERNS,FINAL,Patterns,,Themes
842,PLANTS AND OUTSIDE,FINAL,Plants and outside,,Themes
843,MUSIC,FINAL,Music,,Themes
844,EXPERIENCE,MENU,,Experience,Experience
845,TOUCH,FINAL,Touch,,Experience
846,TOUCH,FINAL,Touch,,Experience
847,EXPERIENCE,MENU,,Experience,Experience
848,MOM,FINAL,Mom,,Experience
849,TOUCH,FINAL,Touch,,Experience
850,TO PLAY,MENU,,To play,To play
851,WRITING,FINAL,Writing,,To play
852,WRITING,FINAL,Writing,,To play
853,WRITING,FINAL,Writing,,To play
854,HAPPY,FINAL,Happy,,To play
855,HAPPY,FINAL,Happy,,To play
856,YUM,FINAL,Yum,,To play
857,AFRAID,FINAL,Afraid,,To play
858,AFRAID,FINAL,Afraid,,To play
859,AFRAID,FINAL,Afraid,,To play
860,AFRAID,FINAL,Afraid,,To play
861,AFRAID,FINAL,Afraid,,To play
862,AFRAID,FINAL,Afraid,,To play
863,YUM,FINAL,Yum,,To play
864,AFRAID,FINAL,Afraid,,To play
865,AFRAID,FINAL,Afraid,,To play
866,AFRAID,FINAL,Afraid,,To play
867,AFRAID,FINAL,Afraid,,To play
868,AFRAID,FINAL,Afraid,,To play
869,AFRAID,FINAL,Afraid,,To play
870,AFRAID,FINAL,Afraid,,To play
871,YUM,FINAL,Yum,,To play
872,AFRAID,FINAL,Afraid,,To play
873,AFRAID,FINAL,Afraid,,To play
874,AFRAID,FINAL,Afraid,,To play
875,EWW,FINAL,Eww,,To play
876,HAPPY,FINAL,Happy,,To play
877,HAPPY,FINAL,Happy,,To play
878,HAPPY,FINAL,Happy,,To play
879,HAPPY,FINAL,Happy,,To play
880,AFRAID,FINAL,Afraid,,To play
881,AFRAID,FINAL,Afraid,,To play
882,YUM,FINAL,Yum,,To play
883,YUM,FINAL,Yum,,To play
884,YUM,FINAL,Yum,,To play
885,YUM,FINAL,Yum,,To play
886,YUM,FINAL,Yum,,To play
887,YUM,FINAL,Yum,,To play
888,MAD,FINAL,Mad,,To play
889,SAD,FINAL,Sad,,To play
890,SAD,FINAL,Sad,,To play
891,MAD,FINAL,Mad,,To play
892,MAD,FINAL,Mad,,To play
893,AFRAID,FINAL,Afraid,,To play
894,AFRAID,FINAL,Afraid,,To play
895,AFRAID,FINAL,Afraid,,To play
896,AFRAID,FINAL,Afraid,,To play
897,AFRAID,FINAL,Afraid,,To play
898,AFRAID,FINAL,Afraid,,To play
899,AFRAID,FINAL,Afraid,,To play
900,MAD,FINAL,Mad,,To play
901,MAD,FINAL,Mad,,To play
902,AFRAID,FINAL,Afraid,,To play
903,AFRAID,FINAL,Afraid,,To play
904,AFRAID,FINAL,Afraid,,To play
905,HAPPY,FINAL,Happy,,To play
906,HAPPY,FINAL,Happy,,To play
907,YUM,FINAL,Yum,,To play
908,YUM,FINAL,Yum,,To play
909,YUM,FINAL,Yum,,To play
910,AFRAID,FINAL,Afraid,,To play
911,AFRAID,FINAL,Afraid,,To play
912,AFRAID,FINAL,Afraid,,To play
913,YUM,FINAL,Yum,,To play
914,YUM,FINAL,Yum,,To play
915,YUM,FINAL,Yum,,To play
916,YUM,FINAL,Yum,,To play
917,HAPPY,FINAL,Happy,,To play
918,EXCITED,FINAL,Excited,,To play
919,YUM,FINAL,Yum,,To play
920,EXCITED,FINAL,Excited,,To play
921,EXCITED,FINAL,Excited,,To play
922,EXCITED,FINAL,Excited,,To play
923,EXCITED,FINAL,Excited,,To play
924,EXCITED,FINAL,Excited,,To play
925,EXCITED,FINAL,Excited,,To play
926,EXCITED,FINAL,Excited,,To play
927,HAPPY,FINAL,Happy,,To play
928,EXCITED,FINAL,Excited,,To play
929,EXCITED,FINAL,Excited,,To play
930,EXCITED,FINAL,Excited,,To play
931,YUM,FINAL,Yum,,To play
932,YUM,FINAL,Yum,,To play
933,YUM,FINAL,Yum,,To play
934,YUM,FINAL,Yum,,To play
935,EXCITED,FINAL,Excited,,To play
936,EXCITED,FINAL,Excited,,To play
937,EXCITED,FINAL,Excited,,To play
938,EXCITED,FINAL,Excited,,To play
939,AFRAID,FINAL,Afraid,,To play
940,AFRAID,FINAL,Afraid,,To play
941,HAPPY,FINAL,Happy,,To play
942,EXCITED,FINAL,Excited,,To play
943,YUM,FINAL,Yum,,To play
944,AFRAID,FINAL,Afraid,,To play
945,TOUCH,FINAL,Touch,,To play
946,ELLIE,FINAL,Ellie,,To play
947,TOUCH,FINAL,Touch,,To play
948,TOUCH,FINAL,Touch,,To play
949,HEAR,FINAL,Hear,,To play
950,HEAR,FINAL,Hear,,To play
951,HEAR,FINAL,Hear,,To play
952,TOUCH,FINAL,Touch,,To play
953,TO PLAY,MENU,,To play,To play
954,WRITING,FINAL,Writing,,To play
955,HAPPY,FINAL,Happy,,To play
956,EXPERIENCE,MENU,,Experience,Experience
957,TOUCH,FINAL,Touch,,Experience
958,TOUCH,FINAL,Touch,,Experience
959,TOUCH,FINAL,Touch,,Experience
960,ELLIE,FINAL,Ellie,,Experience
961,TOUCH,FINAL,Touch,,Experience
962,EXPERIENCE,MENU,,Experience,Experience
963,TOUCH,FINAL,Touch,,Experience
964,ELLIE,FINAL,Ellie,,Experience
965,ELLIE,FINAL,Ellie,,Experience
966,EXPERIENCE,MENU,,Experience,Experience
967,TASTE,FINAL,Taste,,Experience
968,TOUCH,FINAL,Touch,,Experience
969,TOUCH,FINAL,Touch,,Experience
970,MOM,FINAL,Mom,,Experience
971,TOUCH,FINAL,Touch,,Experience
972,TOUCH,FINAL,Touch,,Experience
973,TOUCH,FINAL,Touch,,Experience
974,TOUCH,FINAL,Touch,,Experience
975,TOUCH,FINAL,Touch,,Experience
976,SEE,FINAL,See,,Experience
977,TOUCH,FINAL,Touch,,Experience
978,MOM,FINAL,Mom,,Experience
979,YUM,FINAL,Yum,,Experience
980,EXCITED,FINAL,Excited,,Experience
981,HAPPY,FINAL,Happy,,Experience
982,HAPPY,FINAL,Happy,,Experience
983,HAPPY,FINAL,Happy,,Experience
984,HAPPY,FINAL,Happy,,Experience
985,HAPPY,FINAL,Happy,,Experience
986,HAPPY,FINAL,Happy,,Experience
987,HAPPY,FINAL,Happy,,Experience
988,SAD,FINAL,Sad,,Experience
989,HAPPY,FINAL,Happy,,Experience
990,HAPPY,FINAL,Happy,,Experience
991,SAD,FINAL,Sad,,Experience
992,SAD,FINAL,Sad,,Experience
993,SAD,FINAL,Sad,,Experience
994,TREATS,MENU,,Treats,Treats
995,SEED BALL,FINAL,Seed ball,,Treats
996,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
997,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
998,MANGO,FINAL,Mango,,Treats
999,CARTOONS,MENU,,Cartoons,Cartoons
1000,SEASONAL,MENU,,Seasonal,Seasonal
1001,SUMMER,FINAL,Summer,,Seasonal
1002,SUMMER,FINAL,Summer,,Seasonal
1003,SUMMER,FINAL,Summer,,Seasonal
1004,TO PLAY,MENU,,To play,To play
1005,TRACING,FINAL,Tracing,,To play
1006,CARDS,FINAL,Cards,,To play
1007,TREATS,MENU,,Treats,Treats
1008,NUTS,FINAL,Nuts,,Treats
1009,SEED BALL,FINAL,Seed ball,,Treats
1010,MANGO,FINAL,Mango,,Treats
1011,MANGO,FINAL,Mango,,Treats
1012,MANGO,FINAL,Mango,,Treats
1013,A BANANA,FINAL,A banana,,Treats
1014,TOFU,FINAL,Tofu,,Treats
1015,AN APPLE,FINAL,An apple,,Treats
1016,TOFU,FINAL,Tofu,,Treats
1017,TREATS,MENU,,Treats,Treats
1018,TREATS,MENU,,Treats,Treats
1019,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1020,NUTS,FINAL,Nuts,,Treats
1021,MEDICINE,FINAL,Medicine,,Treats
1022,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1023,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1024,NUTS,FINAL,Nuts,,Treats
1025,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1026,NUTS,FINAL,Nuts,,Treats
1027,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1028,NUTS,FINAL,Nuts,,Treats
1029,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1030,EXPERIENCE,MENU,,Experience,Experience
1031,TASTE,FINAL,Taste,,Experience
1032,A PANCAKE,FINAL,A pancake,,Experience
1033,TOFU,FINAL,Tofu,,Experience
1034,TOFU,FINAL,Tofu,,Experience
1035,TREATS,MENU,,Treats,Treats
1036,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1037,C,FINAL,C,,Treats
1038,B,FINAL,B,,Treats
1039,B,FINAL,B,,Treats
1040,B,FINAL,B,,Treats
1041,B,FINAL,B,,Treats
1042,B,FINAL,B,,Treats
1043,C,FINAL,C,,Treats
1044,A,FINAL,A,,Treats
1045,B,FINAL,B,,Treats
1046,C,FINAL,C,,Treats
1047,A,FINAL,A,,Treats
1048,A,FINAL,A,,Treats
1049,B,FINAL,B,,Treats
1050,D,FINAL,D,,Treats
1051,C,FINAL,C,,Treats
1052,C,FINAL,C,,Treats
1053,C,FINAL,C,,Treats
1054,D,FINAL,D,,Treats
1055,D,FINAL,D,,Treats
1056,A,FINAL,A,,Treats
1057,TALK ABOUT,MENU,,Talk about,Talk about
1058,TYPE,MENU,,Type,Type
1059,H,FINAL,H,,Type
1060,EXPERIENCE,MENU,,Experience,Experience
1061,MOM,FINAL,Mom,,Experience
1062,TOUCH,FINAL,Touch,,Experience
1063,MOM,FINAL,Mom,,Experience
1064,MOM,FINAL,Mom,,Experience
1065,MOM,FINAL,Mom,,Experience
1066,TALK ABOUT,MENU,,Talk about,Talk about
1067,SAY HELLO TO,MENU,,Say hello to,Say hello to
1068,EXPERIENCE,MENU,,Experience,Experience
1069,TOUCH,FINAL,Touch,,Experience
1070,MOM,FINAL,Mom,,Experience
1071,FEELING,MENU,,Feeling,Feeling
1072,HAPPY,FINAL,Happy,,Feeling
1073,HAPPY,FINAL,Happy,,Feeling
1074,SAD,FINAL,Sad,,Feeling
1075,MAD,FINAL,Mad,,Feeling
1076,HAPPY,FINAL,Happy,,Feeling
1077,HAPPY,FINAL,Happy,,Feeling
1078,HAPPY,FINAL,Happy,,Feeling
1079,TALK ABOUT,MENU,,Talk about,Talk about
1080,EXPERIENCE,MENU,,Experience,Experience
1081,TOUCH,FINAL,Touch,,Experience
1082,SEE,FINAL,See,,Experience
1083,SEE,FINAL,See,,Experience
1084,SEE,FINAL,See,,Experience
1085,TOUCH,FINAL,Touch,,Experience
1086,TOUCH,FINAL,Touch,,Experience
1087,TOUCH,FINAL,Touch,,Experience
1088,MOM,FINAL,Mom,,Experience
1089,ELLIE,FINAL,Ellie,,Experience
1090,TOUCH,FINAL,Touch,,Experience
1091,TOUCH,FINAL,Touch,,Experience
1092,SEE,FINAL,See,,Experience
1093,SEE,FINAL,See,,Experience
1094,MOM,FINAL,Mom,,Experience
1095,ELLIE,FINAL,Ellie,,Experience
1096,TOUCH,FINAL,Touch,,Experience
1097,TOUCH,FINAL,Touch,,Experience
1098,MOM,FINAL,Mom,,Experience
1099,MOM,FINAL,Mom,,Experience
1100,MOM,FINAL,Mom,,Experience
1101,TOUCH,FINAL,Touch,,Experience
1102,ELLIE,FINAL,Ellie,,Experience
1103,ELLIE,FINAL,Ellie,,Experience
1104,MOM,FINAL,Mom,,Experience
1105,MOM,FINAL,Mom,,Experience
1106,TOUCH,FINAL,Touch,,Experience
1107,TOUCH,FINAL,Touch,,Experience
1108,ELLIE,FINAL,Ellie,,Experience
1109,ELLIE,FINAL,Ellie,,Experience
1110,ELLIE,FINAL,Ellie,,Experience
1111,ELLIE,FINAL,Ellie,,Experience
1112,ELLIE,FINAL,Ellie,,Experience
1113,ELLIE,FINAL,Ellie,,Experience
1114,TASTE,FINAL,Taste,,Experience
1115,SEE,FINAL,See,,Experience
1116,SEE,FINAL,See,,Experience
1117,MOM,FINAL,Mom,,Experience
1118,MOM,FINAL,Mom,,Experience
1119,TOUCH,FINAL,Touch,,Experience
1120,MOM,FINAL,Mom,,Experience
1121,MOM,FINAL,Mom,,Experience
1122,EXPERIENCE,MENU,,Experience,Experience
1123,TOUCH,FINAL,Touch,,Experience
1124,TOUCH,FINAL,Touch,,Experience
1125,TOUCH,FINAL,Touch,,Experience
1126,TOUCH,FINAL,Touch,,Experience
1127,ELLIE,FINAL,Ellie,,Experience
1128,ELLIE,FINAL,Ellie,,Experience
1129,MOM,FINAL,Mom,,Experience
1130,TALK ABOUT,MENU,,Talk about,Talk about
1131,CAR RIDE,FINAL,Car ride,,Talk about
1132,CAR RIDE,FINAL,Car ride,,Talk about
1133,CAR RIDE,FINAL,Car ride,,Talk about
1134,CAR RIDE,FINAL,Car ride,,Talk about
1135,TYPING,FINAL,Typing,,Talk about
1136,TREATS,MENU,,Treats,Treats
1137,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1138,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1139,TREATS,MENU,,Treats,Treats
1140,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1141,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1142,TREATS,MENU,,Treats,Treats
1143,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1144,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1145,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1146,SEED BALL,FINAL,Seed ball,,Treats
1147,SEED BALL,FINAL,Seed ball,,Treats
1148,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1149,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1150,NUTS,FINAL,Nuts,,Treats
1151,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1152,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1153,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
